ID,Nombre,Tipo,Categoría,Subcategoría,Objetivo,Nivel,Tipo escalador,Equipo,Descripción,Series,Reps,Tiempo,TUT,Descanso,Intensidad,Frecuencia,Progresión,Regresión,Errores comunes,Precauciones,Señales detener,Riesgo,Tags,Fuente primaria,Fuente secundaria,URL fuente,Estado,Publicable app,Validación profesional,Notas
CB-004,Campus 10RM,Ejercicio,Campus Board,Resistencia de potencia,Completar 10 movimientos consecutivos con el 10º cercano al agotamiento,Avanzado / Elite,Boulder / Competición,Campus board,Elegir una distancia de movimiento que permita 10 movimientos consecutivos; el décimo debe estar cerca del fallo.,4 sets (Stien),10 movimientos,,,No especificado en la fuente,Alta,2–4 sesiones/semana (bloque 5 sem),Aumentar longitud del movimiento o dificultad,Reducir distancia,"Intensidad demasiado alta, ir al fallo técnico",Fatiga alta; riesgo alto para dedos y codos,"Dolor, fallo técnico, incapacidad de controlar la bajada",Alto,"power endurance, campus board, dedos, fatiga alta",Stien et al. 2023; Langer et al. 2023,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
CB-005,Alternado saltando rungs,Ejercicio,Campus Board,Dinámico alternado,Desarrollar fuerza explosiva y coordinación intermuscular,Avanzado / Elite,Boulder / Competición,Campus board,"Subir alternando manos y saltando listones según secuencias 1-3-5-7, 1-3-6, 1-4-6/7 o 1-5-7/8.",No especificado en la fuente,4–6,,,2–3 min,Máxima,No especificado en la fuente,Saltar más rungs,Saltar menos rungs,Buscar máxima distancia antes de tener base,Campus intenso; carga máxima en dedos,Dolor o pérdida de contacto,Alto,"alternado, potencia, campus, RFD",Michailov 2014,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
CB-006,Doubles / ambas manos simultáneas,Ejercicio,Campus Board,Dinámico bilateral,Desarrollar potencia bilateral y coordinación,Avanzado / Elite,Boulder / Competición,Campus board,Mover ambas manos simultáneamente entre rungs del campus board.,No especificado en la fuente,4–6 (criterio campus Michailov),,,2–3 min,Máxima,No especificado en la fuente,Aumentar distancia,Reducir distancia,"Caer rígido sobre los dedos, no amortiguar","Muy alta carga en dedos, hombros y codos","Dolor agudo, pérdida de control",Alto,"doubles, campus board, potencia, dedos",Michailov 2014,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
CB-007,Una sola mano móvil,Ejercicio,Campus Board,Unilateral controlado,Mejorar potencia y control unilateral,Avanzado / Elite,Boulder / Competición,Campus board,Una mano se mantiene fija; la otra se mueve entre listones.,No especificado en la fuente,4–6 (criterio campus Michailov),,,2–3 min,Máxima,No especificado en la fuente,Mayor alcance,Menor alcance,"Torsionar hombro/codo, colgar pasivo",Carga unilateral alta,"Dolor en hombro, codo, dedos",Alto,"unilateral, campus, max reach, potencia",Michailov 2014,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
CB-008,Up-campusing en presas plásticas medianas,Ejercicio,Campus Board,Variante con presas,Entrenar potencia con mayor variedad de agarres,Avanzado,Boulder / Indoor,Muro / presas plásticas / campus adaptado,"Subir sin pies usando presas plásticas medianas, sin bordes filosos (Hörst prefiere medianas por mayor variedad).",No especificado en la fuente,No especificado en la fuente,,,No especificado en la fuente,Alta,No especificado en la fuente,Variar agarres y dificultad,Usar presas más grandes,Usar presas filosas o demasiado pequeñas,Intenso aunque más variado,"Dolor en piel, dedos, hombro",Alto,"footless, presas plásticas, potencia, agarres",Hörst (How to Climb 5.12),CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
CB-009,Drop-down campusing en listones de madera,Ejercicio,Campus Board,Drop-down / reclutamiento,Reclutamiento y potencia pura,Avanzado / Elite,Boulder / Competición,Campus board,Realizar bajadas dinámicas entre listones de madera.,No especificado en la fuente,No especificado en la fuente,,,No especificado en la fuente,Máxima,No especificado en la fuente,No especificado en la fuente,Sustituir por up-campusing en presas medianas,Hacerlo sin base de fuerza; agarrar pasivo al caer,Muy alto estrés en dedos y hombros,"Dolor, sensación de tirón, pérdida de control",Alto,"drop-down, campus, reclutamiento, potencia",Hörst (How to Climb 5.12),CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
CB-P001,Protocolo Stien 5 semanas — 2 sesiones/semana,Protocolo,Campus Board,Bloque de potencia,"Mejorar rendimiento en campus, maximal reach, bouldering y potencia",Avanzado / Elite,Boulder / Competición,Campus board,"5 semanas, 2 días/semana. 4 sets de cada ejercicio (1-4-7-10, Ladder, 1-2-3, 10RM) por sesión; mantener escalada regular.",4 sets de cada ejercicio,según ejercicio (10RM=10 mov),5 semanas,,No especificado en la fuente,Alta / Máxima,2/semana,No especificado en la fuente,Reducir a alternativas preparatorias,,Alta carga mecánica en dedos y hombros; limitar en bajo grado,"Dolor en dedos, poleas, codo, hombro; pérdida de control",Alto,"campus, protocolo, 5 semanas, potencia, RFD",Stien et al. 2023,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,Requiere filtro de nivel y advertencia obligatoria.
CB-P002,Protocolo Stien 5 semanas — 4 sesiones/semana (mismo volumen),Protocolo,Campus Board,Bloque de potencia,Mejorar fuerza máxima y RFD con mayor distribución semanal del volumen,Avanzado / Elite,Boulder / Competición,Campus board,"5 semanas, 4 días/semana. 4 sets de 2 ejercicios por sesión, alternando 1–2 y 3–4; mismo volumen semanal que la versión 2 sesiones.",4 sets de 2 ejercicios/sesión,según ejercicio,5 semanas,,No especificado en la fuente,Alta / Máxima,4/semana,No especificado en la fuente,Versión de 2 sesiones,,Alta intensidad pese al volumen distribuido,Dolor o caída de rendimiento,Alto,"campus, protocolo, RFD, fuerza máxima",Stien et al. 2023,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,En revisión 2024 no hubo diferencia clara vs 2 sesiones; muestra pequeña. Requiere control de fatiga/readiness.
CB-P003,Método Michailov de campus board,Protocolo,Campus Board,Bloque de potencia,"Fuerza explosiva, RFD, coordinación intra/intermuscular",Avanzado / Elite,Boulder / General,Campus board,"Campus a intensidad cercana a máxima y máxima velocidad para el listón elegido; incluye alternating, doubles, una mano móvil y secuencias 1-3-5-7, 1-3-6, 1-4-6/7, 1-5-7/8.",No especificado en la fuente,4–6,,,2–3 min,Máxima,No especificado en la fuente,No especificado en la fuente,Reducir velocidad/distancia,Interpretar 'hasta fallo' literal,"La fuente menciona 'hasta fallo'; para Bill = alto riesgo, detener antes del fallo técnico","Dolor, fallo técnico, pérdida de control",Alto,"Michailov, campus, potencia, RFD, coordinación",Michailov 2014,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,Adaptar conservador; evitar 'hasta fallo' sin supervisión.
CB-P004,Método mixto Hörst: up-campusing + drop-down,Protocolo,Campus Board,Bloque de potencia,Combinar variedad de agarres y reclutamiento/potencia pura,Avanzado / Elite,Boulder / Competición,Campus board,Alternar up-campusing en presas plásticas medianas sin bordes filosos con drop-down en listones de madera.,No especificado en la fuente,No especificado en la fuente,,,No especificado en la fuente,Alta / Máxima,No especificado en la fuente,Mezclar ambos métodos,Solo up-campusing en presas medianas,,Necesita base significativa de fuerza; sin agarre fuerte es peligroso,Dolor o incapacidad de controlar el contacto,Alto,"Hörst, up-campusing, drop-down, potencia, contact strength",Hörst (How to Climb 5.12),CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,Advertencia obligatoria antes de iniciar.
EV-CB-001,Maximal reach en campus board,Test,Campus Board,Potencia / alcance,Evaluar alcance máximo en campus,Avanzado / Elite,Boulder / Competición,Campus board,Aparece como outcome en estudios de campus; medir alcance máximo. Protocolo exacto No especificado en la fuente.,,,,,,Alta,Test (no entrenamiento),Comparar cambio pre-post tras bloque,No aplica,,Alto — requiere validación profesional,"Dolor, pérdida de control",Alto,"test, campus, max reach",Stien et al. 2023 / Saeterbakken et al. 2024,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sólo educativo / evaluación profesional,Requiere validación profesional,Solo test avanzado.
EV-CB-002,Movimientos completados en campus board,Test,Campus Board,Resistencia de potencia,Evaluar capacidad de completar movimientos / moves to failure,Avanzado / Elite,Boulder / Competición,Campus board,Contar movimientos completados en campus hasta el fallo. Protocolo exacto No especificado en la fuente.,,,,,,Alta,Test,Comparar contra baseline,No aplica,,Evitar en usuarios con dolor o principiantes,Dolor o fallo técnico,Alto,"test, campus, moves to failure",Stien et al. 2023,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sólo educativo / evaluación profesional,Requiere validación profesional,
EV-CB-003,Isometric pull-up force en rung/campus,Test,Campus Board,Fuerza máxima,Evaluar fuerza máxima de tracción específica,Avanzado / Elite,Boulder / Competición,Campus board / rung / sensor de fuerza,Medir fuerza isométrica de pull-up en rung con sensor. Elite presenta mayor fuerza/RFD. Protocolo exacto No especificado en la fuente.,,,,,,Máxima,Test,Comparar contra baseline,No aplica,,Requiere sensor y supervisión,"Dolor, tirón, mareo",Alto,"test, campus, fuerza máxima, RFD",Saeterbakken et al. 2024,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sólo educativo / evaluación profesional,Requiere validación profesional,
EV-CB-004,RFD en ejercicio específico de campus,Test,Campus Board,RFD,Evaluar rate of force development,Avanzado / Elite,Boulder / Competición,Campus board / instrumento de medición,"Medir RFD absoluto, RFD100, RFD200ms. RFD distingue niveles de rendimiento; campus lo mejora. Protocolo exacto No especificado en la fuente.",,,,,,Máxima,Test,Comparar contra baseline,No aplica,,No usar como test masivo sin instrumentación,Dolor o técnica insegura,Alto,"test, campus, RFD",Saeterbakken et al. 2024 / Michailov 2014,CAMPUS BOARD,https://docs.google.com/document/d/1-mOSeNFjbW1k3BEuUZNs6HWUXnmpsDwozE8QzZ97nVg/edit,Pendiente revisión legal,Sólo educativo / evaluación profesional,Requiere validación profesional,
FM-002,Bent-arm hang lastrado,Ejercicio,Fuerza máxima,Tracción isométrica,Mejorar fuerza máxima de brazos y cintura escapular,Intermedio / Avanzado,General / Boulder / Deportiva,"Barra o fingerboard, lastre",Mantener suspensión con brazos flexionados en posición controlada; puede usarse como test o entrenamiento semiespecífico.,,,1–5 s (si fuerza máxima),,,Alta / Máxima,,Añadir carga o reducir asistencia (requiere validación profesional),Banda/asistencia o menor ángulo de flexión,,Riesgo en codos/hombros si se hace al fallo,Dolor de codo/hombro; pérdida de control escapular,Alto,"tracción, brazos, hombro, escápula, fuerza máxima",Langer et al. 2023; Saeterbakken et al. 2024,FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
FM-003,Pull-up pesado / 5RM,Ejercicio,Fuerza máxima,Tracción dinámica,Mejorar fuerza máxima de tracción,Intermedio,General / Boulder / Deportiva,"Barra, lastre",Dominadas con carga que permita pocas repeticiones de alta intensidad.,4,5RM,,,3 min,Máxima,2 sesiones/semana,Aumentar carga si se mantiene técnica,Asistencia o peso corporal,,Controlar codos y hombros,Dolor de codo/hombro; compensaciones fuertes,Medio / Alto,"barra, tracción, lastre, fuerza máxima",Langer et al. 2023,FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí con advertencia,Requiere validación profesional si hay dolor,
FM-004,Pull-down 5RM (jalón en polea),Ejercicio,Fuerza máxima,Tracción no específica,Mejorar fuerza máxima de tracción general,Principiante / Intermedio,Salud general / General,Polea,Jalón en polea con carga de 5RM.,4,5RM,,,3 min,Máxima,2 sesiones/semana,Aumentar carga progresivamente,Reducir carga,,Menos específico que escalar; cuidar hombros,Dolor de hombro/codo,Medio,"polea, espalda, tracción, gimnasio",Langer et al. 2023,FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí,No requiere salvo dolor,
FM-005,Remo sentado 5RM,Ejercicio,Fuerza máxima,Espalda / tracción horizontal,Mejorar fuerza de espalda y tracción horizontal,Principiante / Intermedio,General / Salud general,Polea,Remo sentado con carga de 5RM.,4,5RM,,,3 min,Máxima,2 sesiones/semana,Aumentar carga progresivamente,Reducir carga,,Cuidar postura lumbar y hombros,Dolor lumbar/hombro,Medio,"polea, espalda, hombro, gimnasio",Langer et al. 2023,FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí,No requiere salvo dolor,
FM-006,Bench press sentado 5RM,Ejercicio,Fuerza máxima,Empuje / antagonista,Mejorar fuerza general del tren superior (antagonista),Principiante / Intermedio,General / Salud general,Pesas / máquina,Press sentado con carga de 5RM. Trabajo antagonista de empuje.,4,5RM,,,3 min,Máxima,2 sesiones/semana,Aumentar carga progresivamente,Reducir carga,,No es específico de escalada; controlar hombros,Dolor de hombro,Medio,"pesas, empuje, antagonista, gimnasio",Langer et al. 2023,FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí,No requiere salvo dolor,
FM-007,Shoulder press sentado 5RM,Ejercicio,Fuerza máxima,Hombro,Mejorar fuerza de hombros,Principiante / Intermedio,General,Pesas / máquina,Press de hombros sentado con carga de 5RM.,4,5RM,,,3 min,Máxima,2 sesiones/semana,Aumentar carga progresivamente,Reducir carga,,Cuidar hombro; evitar dolor,Dolor de hombro/cuello,Medio,"hombro, empuje, pesas, gimnasio",Langer et al. 2023,FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí,No requiere salvo dolor,
FM-008,Biceps curl 5RM,Ejercicio,Fuerza máxima,Flexores de codo,Mejorar fuerza de flexores de codo,Principiante / Intermedio,General,Pesas,Curl con carga de 5RM.,4,5RM,,,3 min,Máxima,2 sesiones/semana,Aumentar carga progresivamente,Reducir carga,,Cuidar tendón del bíceps y codo,Dolor de codo,Medio,"codo, bíceps, pesas, gimnasio",Langer et al. 2023,FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí,Requiere validación si historial de codo,
FM-009,Forearm curl / forearm press 5RM,Ejercicio,Fuerza máxima,Antebrazo,Mejorar fuerza de antebrazo,Principiante / Intermedio,General,Pesas,Ejercicio de antebrazo (flexión de muñeca) con carga de 5RM.,4,5RM,,,3 min,Máxima,2 sesiones/semana,Aumentar carga progresivamente,Reducir carga,,Cuidar muñeca y codo,Dolor en muñeca/codo,Medio,"antebrazo, muñeca, codo, pesas",Langer et al. 2023,FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí,Requiere validación si historial de codo,
FM-012,System training (muro sistema),Ejercicio,Fuerza máxima,Coordinación intermuscular / fuerza específica,Mejorar coordinación intermuscular y fuerza específica,Avanzado,General / Competición,Muro sistema,Entrenar patrones simétricos y repetibles en muro sistema para fuerza específica de posiciones.,,,,,,Alta,,No especificado en la fuente,Movimientos más simples,,Requiere validación profesional,Dolor o fatiga técnica,Medio / Alto,"muro, sistema, coordinación, fuerza específica",Michailov 2014,FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional,
FM-013,Frenchies,Ejercicio,Fuerza máxima,Lock-off / tracción,Desarrollar fuerza de bloqueo y músculos de tracción,Intermedio / Avanzado,General / Deportiva / Boulder,Barra,Desde dominada alta sostener 7 s; bajar; subir y sostener a 90° 7 s; bajar; subir y sostener ~120° 7 s; repetir ciclos hasta fallo controlado.,3,Ciclos hasta fallo,7 s por bloqueo,,5 min,Alta,1 día/semana,Más ciclos o mejor control,Menos ciclos / asistencia,Hacer trampa en conteos; llegar a fallo sin control,Riesgo en codos/hombros por fallo y bloqueos,Dolor de codo/hombro,Alto,"lock-off, barra, codo, hombro, tracción",Hörst (How to Climb 5.12),FUERZA MÁXIMA,https://docs.google.com/document/d/1EsCtCXpZjld3j63014IsQSLaKxShtMtgZbjgitoV5Og/edit,Pendiente revisión legal,Sí con bloqueo por perfil,Requiere validación profesional si hay dolor de codo,
